DATAFLOW,LAST UPDATE,freq,indic_em,sex,age,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,HU,2018,76.7,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,HU,2019,77.6,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,HU,2020,77.5,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,HU,2021,78.8,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,HU,2022,80.2,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,IE,2009,68.0,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,IE,2010,65.5,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,IE,2011,64.5,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,IE,2012,64.5,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,IE,2013,66.5,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,IE,2014,68.1,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,IE,2015,69.8,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,IE,2016,71.3,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,IE,2017,72.9,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,IE,2018,74.0,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,IE,2019,75.0,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,IE,2020,72.1,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,IE,2021,74.9,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,IE,2022,78.2,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,IS,2009,80.6,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,IS,2010,80.4,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,IS,2011,80.6,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,IS,2012,81.8,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,IS,2013,82.8,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,IS,2014,84.9,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,IS,2015,86.5,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,IS,2016,87.8,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,IS,2017,87.6,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,IS,2018,86.5,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,IS,2019,85.9,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,IS,2020,82.3,b
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,IS,2021,81.4,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,IS,2022,84.8,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,IT,2009,61.1,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,IT,2010,60.5,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,IT,2011,60.5,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,IT,2012,60.2,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,IT,2013,59.1,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,IT,2014,59.5,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,IT,2015,60.2,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,IT,2016,61.4,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,IT,2017,62.3,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,IT,2018,63.0,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,IT,2019,63.5,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,IT,2020,61.9,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,IT,2021,62.7,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,IT,2022,64.8,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,LT,2009,67.0,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,LT,2010,64.3,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,LT,2011,66.9,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,LT,2012,68.5,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,LT,2013,69.9,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,LT,2014,71.8,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,LT,2015,73.3,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,LT,2016,75.2,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,LT,2017,76.0,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,LT,2018,77.8,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,LT,2019,78.2,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,LT,2020,76.7,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,LT,2021,77.4,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,LT,2022,79.0,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,LU,2009,70.4,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,LU,2010,70.7,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,LU,2011,70.1,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,LU,2012,71.4,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,LU,2013,71.1,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,LU,2014,72.1,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,LU,2015,70.9,b
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,LU,2016,70.7,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,LU,2017,71.5,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,LU,2018,72.1,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,LU,2019,72.8,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,LU,2020,72.1,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,LU,2021,74.1,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,LU,2022,74.8,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,LV,2009,66.3,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,LV,2010,63.9,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,LV,2011,66.1,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,LV,2012,67.9,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,LV,2013,69.5,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,LV,2014,70.6,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,LV,2015,72.5,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,LV,2016,73.0,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,LV,2017,74.6,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,LV,2018,76.8,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,LV,2019,77.3,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,LV,2020,76.9,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,LV,2021,75.3,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,LV,2022,77.0,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,ME,2011,50.7,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,ME,2012,52.0,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,ME,2013,52.7,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,ME,2014,55.6,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,ME,2015,56.7,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,ME,2016,57.1,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,ME,2017,58.2,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,ME,2018,59.8,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,ME,2019,60.8,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,ME,2020,55.2,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,MK,2009,47.9,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,MK,2010,48.1,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,MK,2011,48.4,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,MK,2012,48.2,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,MK,2013,50.3,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,MK,2014,51.3,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,MK,2015,51.9,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,MK,2016,53.3,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,MK,2017,54.8,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,MK,2018,56.1,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,MK,2019,59.2,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,MK,2020,59.1,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,MT,2009,59.0,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,MT,2010,60.1,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,MT,2011,61.6,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,MT,2012,63.9,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,MT,2013,66.2,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,MT,2014,67.9,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,MT,2015,69.0,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,MT,2016,71.1,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,MT,2017,73.0,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,MT,2018,75.5,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,MT,2019,76.8,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,MT,2020,77.3,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,MT,2021,79.1,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,MT,2022,81.1,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,NL,2009,77.6,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,NL,2010,77.0,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,NL,2011,77.2,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,NL,2012,77.5,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,NL,2013,76.7,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,NL,2014,76.3,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,NL,2015,77.2,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,NL,2016,77.9,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,NL,2017,78.9,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,NL,2018,80.0,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,NL,2019,81.0,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,NL,2020,80.8,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,NL,2021,81.7,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,NL,2022,82.9,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,NO,2009,80.9,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,NO,2010,80.0,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,NO,2011,80.4,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,NO,2012,80.4,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,NO,2013,80.2,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,NO,2014,80.1,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,NO,2015,79.7,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,NO,2016,79.4,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,NO,2017,79.2,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,NO,2018,80.0,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,NO,2019,80.2,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,NO,2020,79.7,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,NO,2021,80.0,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,NO,2022,80.9,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,PL,2009,62.6,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,PL,2010,62.2,b
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,PL,2011,62.5,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,PL,2012,62.9,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,PL,2013,63.2,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,PL,2014,64.9,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,PL,2015,66.3,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,PL,2016,68.2,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,PL,2017,70.0,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,PL,2018,71.4,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,PL,2019,72.3,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,PL,2020,72.7,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,PL,2021,75.4,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,PL,2022,76.7,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,PT,2009,67.6,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,PT,2010,66.9,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,PT,2011,66.7,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,PT,2012,64.0,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,PT,2013,63.4,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,PT,2014,66.1,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,PT,2015,67.9,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,PT,2016,69.5,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,PT,2017,72.5,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,PT,2018,74.7,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,PT,2019,75.5,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,PT,2020,74.2,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,PT,2021,75.5,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,PT,2022,77.1,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,RO,2009,53.9,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,RO,2010,56.3,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,RO,2011,56.0,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,RO,2012,56.8,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,RO,2013,56.9,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,RO,2014,58.0,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,RO,2015,59.2,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,RO,2016,60.3,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,RO,2017,62.7,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,RO,2018,63.9,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,RO,2019,65.1,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,RO,2020,65.2,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,RO,2021,67.1,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,RO,2022,68.5,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,RS,2010,53.3,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,RS,2011,51.2,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,RS,2012,51.0,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,RS,2013,53.4,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,RS,2014,53.5,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,RS,2015,54.7,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,RS,2016,57.6,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,RS,2017,60.0,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,RS,2018,61.6,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,RS,2019,63.6,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,RS,2020,64.3,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,RS,2021,66.7,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,RS,2022,69.3,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,SE,2009,77.7,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,SE,2010,77.5,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,SE,2011,78.8,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,SE,2012,78.9,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,SE,2013,79.2,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,SE,2014,79.4,
